rentalid,branchcity,date,rentedcars,availablecars,avgdailytemp,isweekend,marketingspend,customerrating,holidayflag,fuelprice,promotiontype
RID5860,Chcago,19/03/2023,174.0,284.0,11.7,,284.87,1.9,Yes,1.05,None
RID5861,Huston,03-09-2023,101.0,167.0,6.4,Yes,381.09,4.6,,1.57,
RID5862,denver,2023-12-25,112.0,224.0,20.8,Y,135.26,4.9,,0.88,Discouunt
RID5863,Chicago,2023-09-09,145.0,295.0,27.0,Yes,423.11,3.0,No,1.53,Discount
RID5864,Chcago,2023-10-12,168.0,252.0,-1.1,Y,228.28,1.6,,1.53,Discouunt
RID5865,Chcago,21/09/2023,50.0,215.0,16.9,TRUE,307.67,2.7,N,1.32,Discouunt
RID5866,Ney York,03-13-2023,123.0,277.0,34.2,yes,340.75,1.3,Yes,1.97,loyalti
RID5867,Chicago,2023-02-03,111.0,241.0,0.9,Yes,410.64,4.3,No,0.97,
RID5868,newyork,27/01/2023,52.0,,36.1,TRUE,267.66,3.6,No,1.98,loyalti
RID5869,newyork,2023-08-06,9999.0,192.0,37.9,yes,360.38,4.0,no,1.89,
RID5870,denver,21/11/2023,24.0,296.0,24.8,TRUE,174.25,4.7,N,1.24,Discouunt
RID5871,Houston,2023-02-28,113.0,189.0,36.8,No,76.38,3.6,no,1.02,Discouunt
RID5872,LA,2023-02-28,104.0,230.0,19.1,TRUE,106.36,1.1,,1.63,
RID5873,denver,28/01/2023,148.0,114.0,26.9,Yes,165.8,2.1,N,"1,97",Discouunt
RID5874,Los Angeles,13/06/2023,82.0,174.0,38.3,No,329.36,4.2,Yes,1.77,loyalti
RID5875,NYC,2023-01-28,147.0,241.0,0.3,Y,170.62,5.0,no,0.9,None
RID5876,NYC,11/09/2023,120.0,53.0,-4.2,Yes,479.15,4.1,No,1.72,loyalti
RID5877,Ney York,10-01-2023,162.0,253.0,16.6,yes,367.44,6.0,No,1.29,loyalti
RID5878,Huston,18/04/2023,152.0,142.0,15.9,Yes,$121.44,0.0,No,1.13,loyalti
RID5879,Houston,26/06/2023,1.0,284.0,12.8,TRUE,74.64,6.0,N,1.57,None
RID5880,New York,06-30-2023,161.0,205.0,28.6,Y,194.44,3.8,No,0.88,Discount
RID5881,Los Angeles,2023-05-27,117.0,215.0,28.3,Y,440.43,3.7,Yes,1.22,None
RID5882,Los Angeles,07-07-2023,34.0,142.0,0.0,TRUE,98.24,2.7,Yes,1.03,Discount
RID5883,Chicago,32/13/2024,122.0,80.0,6.0,yes,169.96,1.1,Yes,"0,9",Loyalty
RID5884,Chicago,17/04/2023,129.0,269.0,30.3,Y,104.57,1.0,N,1.75,
RID5885,Chicago,2023-05-19,102.0,267.0,31.2,,313.45,4.6,No,0.85,Loyalty
RID5886,NYC,27/12/2023,62.0,162.0,21.9,,150.02,2.2,No,0.86 USD,Discouunt
RID5887,Chicago,10/08/2023,74.0,85.0,38.0,Y,464.74,3.1,,1.2,None
RID5888,NYC,16/06/2023,66.0,199.0,21.0,TRUE,430.14,2.1,No,0.9,
RID5889,Chcago,09-03-2023,163.0,204.0,21.3,Y,492.65,6.0,N,0.81,
RID5890,Houston,2023-01-21,38.0,55.0,39.9,Yes,186.74,3.6,no,1.3,Loyalty
RID5891,Houston,2023-11-24,54.0,125.0,6.7,yes,451.88,5.0,,1.8,None
RID5892,LA,09-29-2023,129.0,179.0,-4.8,Y,105.73,3.2,,1.01,Discount
RID5893,NYC,18/05/2023,12.0,204.0,hot,yes,221.69,3.9,N,1.64,loyalti
RID5894,newyork,05-08-2023,109.0,171.0,35.8,No,480.46,4.4,No,1.89,
RID5895,New York,14/07/2023,,108.0,-4.4,yes,74.92,3.4,No,1.64 USD,
RID5896,Chcago,16/08/2023,139.0,279.0,31.1,No,371.09,1.5,no,0.88,
RID5897,newyork,05-24-2023,7.0,86.0,10.9,TRUE,196.94,4.6,N,1.91,loyalti
RID5898,denver,2023-11-11,34.0,52.0,18.2,Y,406.81,4.9,,1.52,Discouunt
RID5899,LA,2023-01-03,173.0,82.0,24.9,No,125.73,1.9,N,1.64,Loyalty
RID5900,newyork,05-16-2023,170.0,251.0,10.2,,157.51,3.2,N,1.98 USD,Discouunt
RID5901,Ney York,2023-07-10,180.0,163.0,32.1,TRUE,308.45,0.0,no,1.03,loyalti
RID5902,Ney York,2023-12-13,51.0,,30.2,,69.14,1.5,N,1.83,
RID5903,New York,09-05-2023,111.0,162.0,-4.4,yes,314.76,2.3,No,1.96,
RID5904,Ney York,23/06/2023,182.0,242.0,17.1,Yes,387.72,3.4,N,2.0,Loyalty
RID5905,Los Angeles,2023-03-11,86.0,144.0,5.8,yes,378.43,1.8,Yes,1.71,loyalti
RID5906,Chicago,2023-01-19,32.0,214.0,18.8,,$115.65,4.7,no,1.18 USD,Discouunt
RID5907,Huston,08-16-2023,149.0,250.0,35.9,Y,275.33,4.1,no,1.42,Loyalty
RID5908,Huston,2023-02-17,65.0,181.0,31.2,TRUE,$197.53,1.4,No,1.36,Discount
RID5909,Los Angeles,11-02-2023,114.0,109.0,9.5,TRUE,355.17,3.4,No,1.66,Discount
RID5910,NYC,12/08/2023,25.0,265.0,3.1,TRUE,$467.11,1.9,,1.06,Discount
RID5911,Houston,01-16-2023,83.0,209.0,31.0,,132.16,6.0,N,1.55,Discount
RID5912,Chicago,10-04-2023,173.0,68.0,26.7,No,248.9,3.0,No,1.7,Discouunt
RID5913,Huston,2023-05-24,107.0,255.0,19.9,Y,333.72,2.4,No,1.03,Discount
RID5914,newyork,2023-01-09,65.0,127.0,39.7,,$118.44,1.1,N,1.17,
RID5915,Chcago,2023-01-14,193.0,222.0,31.9,yes,73.56,4.1,no,0.84,Discount
RID5916,Los Angeles,11-04-2023,111.0,277.0,-0.8,Yes,168.43,1.7,N,1.59,Discouunt
RID5917,LA,15/06/2023,73.0,223.0,-0.1,No,393.77,3.5,Yes,1.24,
RID5918,newyork,2023-07-29,159.0,58.0,16.3,No,233.46,4.7,no,1.58 USD,loyalti
RID5919,Huston,2023-07-30,57.0,277.0,21.8,Yes,321.31,2.6,Yes,"1,1",Discount
RID5920,Ney York,02-06-2023,187.0,287.0,14.0,Yes,247.26,4.3,,1.59,
RID5921,Ney York,29/09/2023,64.0,290.0,0.3,yes,435.26,3.9,Yes,1.29,Loyalty
RID5922,Los Angeles,30/11/2023,14.0,127.0,15.3,Y,496.6,4.3,No,1.43,Discouunt
RID5923,Houston,08/04/2023,72.0,268.0,33.6,yes,358.09,3.2,Yes,1.53,
RID5924,Houston,26/02/2023,76.0,270.0,hot,Yes,53.15,6.0,N,1.26,Discouunt
RID5925,denver,11/08/2023,150.0,206.0,hot,Y,115.47,4.1,,1.07,Loyalty
RID5926,Chicago,02-10-2023,7.0,204.0,13.7,Y,175.94,3.2,N,0.98,
RID5927,Huston,21/11/2023,145.0,129.0,29.0,TRUE,$235.17,1.4,Yes,1.3,Discount
RID5928,newyork,2023-04-22,198.0,79.0,25.8,,238.3,4.3,no,1.26,Discount
RID5929,Houston,2023-11-10,172.0,63.0,12.0,Yes,321.59,3.7,,1.14,Loyalty
RID5930,LA,2023-06-03,110.0,59.0,13.0,,89.9,3.2,No,1.44,
RID5931,denver,32/13/2024,135.0,241.0,1.2,Yes,87.97,2.0,Yes,"1,7",None
RID5932,LA,06/01/2023,176.0,59.0,39.7,yes,328.11,0.0,N,1.76,None
RID5933,New York,2023-08-16,55.0,89.0,17.6,,68.17,1.5,Yes,1.31,Discouunt
RID5934,NYC,2023-06-22,9999.0,79.0,39.1,Y,277.37,3.4,no,1.97,
RID5935,Chicago,10-15-2023,9999.0,185.0,4.8,Yes,218.8,2.7,,1.23,Discouunt
RID5936,New York,06-01-2023,193.0,68.0,13.9,Y,378.44,2.5,,1.31 USD,None
RID5937,Ney York,08-17-2023,81.0,107.0,33.5,,164.55,4.4,,1.88,
RID5938,Ney York,2023-02-18,,59.0,-0.7,,176.36,3.6,,1.67,
RID5939,Chicago,13/08/2023,50.0,285.0,0.1,No,418.64,0.0,N,1.18,Discount
RID5940,Ney York,20/06/2023,77.0,261.0,20.2,,91.5,1.3,,1.79,Discouunt
RID5941,LA,02/02/2023,163.0,89.0,15.6,,82.69,2.5,,1.38,Loyalty
RID5942,Chicago,32/13/2024,105.0,249.0,19.6,yes,84.36,1.5,,1.3,
RID5943,New York,07/09/2023,183.0,233.0,36.7,,86.93,5.0,N,1.28 USD,
RID5944,Houston,14/11/2023,150.0,219.0,26.1,Y,366.28,4.3,,1.26,
RID5945,New York,2023-10-31,88.0,61.0,11.7,No,$448.04,5.0,N,0.89 USD,None
RID5946,LA,2023-01-10,62.0,114.0,34.7,No,456.74,3.4,N,1.77 USD,Loyalty
RID5947,Los Angeles,30/05/2023,152.0,131.0,17.6,No,108.16,4.9,N,1.44,loyalti
RID5948,Chicago,22/05/2023,,156.0,25.3,TRUE,332.84,1.6,no,1.68,Discount
RID5949,Chcago,11-29-2023,52.0,261.0,26.7,No,147.97,3.0,No,1.15,Discouunt
RID5950,New York,2023-01-21,23.0,75.0,7.7,yes,$111.6,3.0,N,1.37,Loyalty
RID5951,Huston,05-13-2023,76.0,248.0,0.1,No,271.43,4.8,,1.24,Discount
RID5952,New York,32/13/2024,11.0,83.0,1.1,Y,60.58,3.1,N,1.95,Discouunt
RID5953,Chcago,13/08/2023,107.0,156.0,2.7,TRUE,76.24,2.0,,1.92,Loyalty
RID5954,Chcago,18/09/2023,48.0,87.0,26.5,Yes,280.86,2.4,Yes,1.98,Loyalty
RID5955,Huston,2023-10-18,83.0,,6.7,TRUE,404.43,3.8,Yes,0.87,Loyalty
RID5956,denver,2023-10-09,158.0,183.0,1.0,TRUE,140.16,1.3,no,0.95,Discouunt
RID5957,newyork,30/11/2023,106.0,57.0,35.3,Y,422.13,2.8,N,1.3,None
RID5958,Ney York,11/02/2023,33.0,276.0,11.3,No,155.97,3.1,,1.08,loyalti
RID5959,Chicago,17/03/2023,175.0,188.0,33.7,TRUE,474.58,1.6,,1.8,Discouunt
RID5960,Denver,04/09/2023,148.0,102.0,-4.8,,443.49,1.5,No,1.74,
RID5961,denver,2023-12-24,84.0,91.0,10.7,TRUE,$325.98,4.9,N,1.67,Discount
RID5962,Huston,20/06/2023,27.0,145.0,7.7,,361.15,2.0,No,1.36,loyalti
RID5963,Houston,2023-11-04,117.0,274.0,24.1,yes,322.53,1.8,Yes,1.1,
RID5964,Los Angeles,2023-11-16,100.0,272.0,3.2,Y,$401.2,4.3,Yes,1.56,
RID5965,New York,2023-10-29,31.0,190.0,4.6,TRUE,72.66,1.0,no,0.96,loyalti
RID5966,Chcago,2023-05-25,138.0,83.0,6.3,Yes,125.76,3.9,Yes,"1,63",loyalti
RID5967,denver,11-28-2023,50.0,,16.1,Yes,208.67,2.8,Yes,0.96,
RID5968,Houston,07-07-2023,68.0,177.0,10.3,,489.68,3.0,,1.26,Discouunt
RID5969,Chcago,2023-04-05,117.0,183.0,26.7,yes,426.01,2.2,No,1.01,None
RID5970,Chicago,32/13/2024,27.0,159.0,36.2,No,426.5,1.5,No,1.61,Loyalty
RID5971,Denver,2023-03-15,107.0,284.0,23.0,TRUE,103.54,3.4,N,1.92 USD,Discount
RID5972,Ney York,2023-01-10,,162.0,21.7,,124.39,3.3,,1.14,Loyalty
RID5973,New York,2023-12-02,169.0,257.0,3.3,yes,101.72,1.3,No,1.19,Discount
RID5974,LA,2023-03-19,51.0,88.0,37.1,Yes,222.84,3.5,No,1.21,loyalti
RID5975,Huston,09-28-2023,175.0,198.0,33.1,yes,447.95,2.4,,1.36,Discouunt
RID5976,LA,31/12/2023,5.0,202.0,18.9,yes,482.32,2.5,N,1.05,Loyalty
RID5977,Los Angeles,30/08/2023,139.0,221.0,4.8,,433.58,6.0,N,1.06,Loyalty
RID5978,Ney York,2023-07-06,20.0,260.0,12.5,yes,205.99,2.0,no,0.86,Discouunt
RID5979,NYC,10/10/2023,116.0,255.0,-0.2,TRUE,$319.33,2.2,N,1.85,loyalti
RID5980,newyork,05/07/2023,134.0,275.0,15.3,Yes,174.96,2.2,No,1.06,loyalti
RID5981,Chcago,03-19-2023,130.0,139.0,7.0,Y,225.07,1.3,N,1.06,Discount
RID5982,Chcago,12/04/2023,126.0,72.0,8.7,,366.18,0.0,no,1.36,
,Ney York,2023-07-06,39.0,152.0,2.5,TRUE,203.08,3.7,no,0.87,
RID5984,Denver,10-23-2023,83.0,165.0,10.0,TRUE,402.66,3.3,no,1.24,Loyalty
RID5985,Los Angeles,2023-11-09,109.0,124.0,33.7,TRUE,160.57,3.5,no,1.17,Loyalty
RID5986,Houston,2023-01-19,178.0,102.0,27.5,Y,350.86,3.5,no,1.01,Discount
RID5987,Los Angeles,09-28-2023,132.0,237.0,10.6,TRUE,53.47,4.8,N,1.76,Loyalty
RID5988,Chcago,07-11-2023,55.0,217.0,33.7,No,337.42,2.8,N,1.51,
RID5989,newyork,04-03-2023,127.0,237.0,32.9,TRUE,181.02,2.5,N,1.9,Discount
RID5990,Huston,26/02/2023,163.0,189.0,15.1,Yes,233.48,4.7,No,0.96,Loyalty
RID5991,LA,2023-12-10,164.0,281.0,23.4,TRUE,382.17,2.0,,1.68,loyalti
RID5992,Ney York,32/13/2024,120.0,287.0,29.9,Yes,281.52,3.3,Yes,1.66,None
RID5993,Houston,19/08/2023,50.0,231.0,37.3,No,482.75,1.2,N,1.63,
RID5994,New York,06-25-2023,115.0,167.0,-2.2,yes,453.61,1.1,No,0.95,Discount
RID5995,New York,26/08/2023,45.0,148.0,6.6,No,142.08,2.4,,1.8 USD,Discount
RID5996,Chcago,19/06/2023,32.0,174.0,3.7,yes,$390.05,2.0,,1.54,loyalti
RID5997,Ney York,2023-08-05,31.0,84.0,30.0,Y,123.74,1.9,N,1.07,Loyalty
RID5998,LA,09-20-2023,179.0,138.0,21.4,TRUE,64.42,2.7,Yes,"1,45",None
RID5999,Denver,15/01/2023,27.0,170.0,17.1,,358.54,2.9,Yes,1.24,None
RID6000,NYC,2023-07-31,194.0,204.0,37.5,Y,456.8,1.9,no,1.36,
RID6001,Denver,01/06/2023,172.0,287.0,12.1,Yes,218.32,3.9,Yes,1.45,loyalti
RID6002,Huston,11-02-2023,115.0,90.0,32.7,No,343.21,6.0,no,1.61,None
RID6003,LA,02/02/2023,135.0,276.0,30.9,No,341.79,3.4,N,1.72,Loyalty
RID6004,NYC,2023-02-04,41.0,71.0,31.8,yes,336.77,3.1,N,1.6,loyalti
RID6005,Chicago,18/09/2023,164.0,,35.7,,220.85,4.9,No,1.82,Discouunt
RID6006,Ney York,15/05/2023,145.0,141.0,-999,Y,211.16,1.3,No,1.59,
RID6007,Chcago,13/07/2023,1.0,268.0,6.5,Yes,363.93,3.2,N,1.79,Discouunt
RID6008,LA,2023-12-02,176.0,268.0,0.9,TRUE,254.89,2.1,,1.82,Loyalty
RID6009,Chicago,2023-07-14,190.0,63.0,33.3,Y,428.86,1.2,N,"1,48",Discount
RID6010,NYC,14/05/2023,16.0,93.0,2.2,TRUE,124.95,3.6,no,1.27,
RID6011,newyork,17/08/2023,30.0,122.0,27.6,Y,148.75,3.0,Yes,1.52,None
RID6012,newyork,2023-01-07,129.0,52.0,6.8,yes,191.82,4.4,N,1.52,None
RID6013,LA,04/08/2023,52.0,144.0,20.9,yes,207.49,1.1,,1.28,
RID6014,NYC,10-17-2023,32.0,192.0,-999,,494.95,4.4,Yes,1.93,
RID6015,Huston,11-18-2023,126.0,142.0,32.3,TRUE,498.22,4.4,N,1.83,loyalti
RID6016,Denver,27/10/2023,45.0,107.0,24.9,,69.54,6.0,no,1.1,
RID6017,denver,2023-05-28,127.0,267.0,15.3,TRUE,275.74,2.3,No,0.88 USD,Loyalty
RID6018,Chcago,06-25-2023,171.0,133.0,-1.3,TRUE,425.76,1.4,Yes,1.17,
,newyork,04/12/2023,47.0,146.0,17.1,,106.45,5.0,Yes,1.18,
RID6020,denver,22/01/2023,179.0,274.0,0.6,Y,121.08,0.0,no,1.64,loyalti
RID6021,Houston,21/10/2023,29.0,120.0,24.7,yes,132.12,3.0,no,1.75,
RID6022,Houston,09-21-2023,41.0,287.0,0.5,Yes,337.99,2.7,Yes,1.76,
RID6023,denver,02/10/2023,81.0,285.0,39.0,TRUE,153.22,1.6,Yes,1.34,None
RID6024,newyork,03-18-2023,198.0,216.0,21.3,Yes,75.57,4.9,,1.18,Discount
RID6025,Los Angeles,2023-08-17,138.0,,18.1,Yes,447.5,2.4,,1.13,Discouunt
RID6026,Los Angeles,05-17-2023,123.0,,27.0,yes,85.16,0.0,No,1.57,
RID6027,Los Angeles,04-25-2023,,260.0,0.2,,170.26,4.6,No,1.09,loyalti
RID6028,Ney York,2023-09-26,146.0,117.0,35.6,No,294.26,1.6,No,1.75 USD,Loyalty
RID6029,Chicago,04/06/2023,63.0,221.0,25.2,,195.21,2.3,Yes,0.82,None
RID6030,New York,01-08-2023,116.0,276.0,8.3,,193.18,3.5,Yes,"1,35",None
RID6031,Los Angeles,2023-05-10,,151.0,12.7,Yes,147.32,3.7,Yes,1.55,None
RID6032,New York,16/03/2023,41.0,149.0,-0.2,yes,$334.15,4.7,N,1.08,None
RID6033,Houston,2023-01-29,31.0,,-2.8,Y,434.92,1.2,no,1.9,None
RID6034,Ney York,09/09/2023,159.0,129.0,16.7,yes,249.47,3.6,no,1.98 USD,Discount
RID6035,Denver,2023-06-26,15.0,102.0,5.6,No,64.42,2.8,no,1.44,Discouunt
RID6036,Chcago,03-11-2023,97.0,169.0,-0.6,Yes,340.64,1.8,no,"0,93",
RID6037,Chcago,24/12/2023,25.0,277.0,hot,Y,157.49,4.9,,1.78,None
RID6038,NYC,2023-11-26,137.0,128.0,-999,TRUE,383.74,6.0,no,0.89,loyalti
RID6039,Huston,2023-03-12,133.0,,20.7,No,259.83,3.0,Yes,"1,34",
RID6040,Los Angeles,2023-12-03,100.0,65.0,21.0,yes,237.81,3.2,No,1.4,None
RID6041,newyork,2023-06-02,114.0,65.0,6.5,No,226.58,4.4,Yes,1.29,
RID6042,Houston,02-07-2023,97.0,156.0,-0.1,Y,200.12,1.5,No,1.73,Discouunt
RID6043,New York,08-08-2023,195.0,58.0,13.4,yes,415.73,0.0,Yes,1.06,
RID6044,Chcago,2023-05-02,33.0,287.0,21.6,Y,393.68,4.4,No,1.79,loyalti
RID6045,Huston,32/13/2024,21.0,161.0,32.3,Y,283.29,3.3,Yes,1.0,Loyalty
RID6046,Houston,32/13/2024,32.0,71.0,31.5,TRUE,$457.61,1.8,No,1.23,
RID6047,LA,2023-08-07,183.0,236.0,11.7,Y,253.19,1.0,no,1.42,
RID6048,New York,02-01-2023,110.0,251.0,35.4,Y,149.96,1.7,No,1.47,Discount
RID6049,newyork,01-20-2023,81.0,166.0,26.5,TRUE,358.48,2.9,No,0.86,Loyalty
RID6050,newyork,01/05/2023,181.0,204.0,16.5,TRUE,155.79,2.1,Yes,1.32,loyalti
RID6051,Huston,04-29-2023,106.0,131.0,34.8,Yes,314.43,1.3,No,1.34,loyalti
RID6052,Denver,04/01/2023,71.0,149.0,16.9,TRUE,292.05,6.0,N,"1,39",Discount
RID6053,Denver,2023-06-30,143.0,251.0,31.4,TRUE,225.68,2.1,N,1.0,
RID6054,denver,2023-02-28,142.0,51.0,39.3,yes,315.42,4.6,N,0.94 USD,loyalti
,New York,07-27-2023,,150.0,4.3,,234.65,1.2,,1.88,Loyalty
RID6056,New York,01-09-2023,145.0,291.0,5.4,TRUE,415.54,1.6,no,1.64,Loyalty
RID6057,New York,29/05/2023,21.0,263.0,-3.4,,370.69,2.2,,1.3,Loyalty
RID6058,New York,05-05-2023,44.0,293.0,12.5,Yes,105.14,4.6,N,1.09,loyalti
RID6059,Denver,11/05/2023,71.0,61.0,27.8,Y,417.32,3.5,No,1.12 USD,
RID6060,denver,17/02/2023,174.0,138.0,31.3,No,321.63,2.7,Yes,1.08,Discount
RID6061,Chcago,01/03/2023,135.0,158.0,37.7,TRUE,251.19,4.7,Yes,1.94,None
RID6062,Chcago,04-30-2023,37.0,262.0,23.4,,386.41,3.4,No,0.97,Discouunt
RID6063,Los Angeles,12-28-2023,183.0,126.0,23.3,,77.74,3.9,no,1.49,Discount
RID6064,Chcago,14/03/2023,67.0,92.0,15.7,Y,96.47,3.1,No,0.86,
RID6065,Huston,03-09-2023,9999.0,254.0,-4.7,Y,461.51,3.8,No,1.32,Discount
,LA,2023-10-08,117.0,121.0,9.0,TRUE,123.91,6.0,N,1.51,
RID6067,Denver,2023-07-11,182.0,52.0,38.1,yes,472.7,2.5,Yes,1.2,
RID6068,Los Angeles,2023-03-31,,,4.5,No,230.44,3.2,no,1.64,
RID6069,LA,09-20-2023,12.0,93.0,26.6,,234.95,6.0,Yes,1.79,None
RID6070,Huston,2023-09-25,63.0,147.0,29.8,Y,455.01,3.9,,1.72,Discount
RID6071,Huston,32/13/2024,159.0,142.0,28.3,yes,153.94,4.3,no,1.17,
RID6072,denver,08/11/2023,64.0,70.0,22.8,Yes,319.03,2.3,N,1.76,None
RID6073,Ney York,12-14-2023,100.0,246.0,-3.2,,228.73,3.0,no,0.91,None
RID6074,newyork,21/05/2023,30.0,111.0,23.1,TRUE,429.3,4.4,No,0.87,
RID6075,Denver,15/07/2023,153.0,134.0,15.7,Y,125.06,1.3,N,0.91,Loyalty
RID6076,newyork,16/04/2023,21.0,227.0,22.0,yes,124.2,3.1,N,1.79,None
RID6077,Denver,32/13/2024,,283.0,19.0,yes,443.76,2.0,no,0.99,Discouunt
RID6078,New York,03-11-2023,84.0,73.0,16.2,Yes,393.83,2.9,no,1.92,loyalti
RID6079,Houston,2023-12-26,199.0,57.0,19.9,Yes,353.09,4.8,Yes,1.2,Discount
RID6080,Houston,08/05/2023,70.0,230.0,8.3,No,192.33,1.4,no,1.41 USD,None
RID6081,Chcago,01-27-2023,86.0,85.0,5.2,TRUE,427.39,4.3,N,1.37,Discouunt
RID6082,denver,2023-01-24,178.0,288.0,38.9,No,$168.76,3.5,No,1.37 USD,loyalti
RID6083,denver,02/03/2023,8.0,63.0,21.8,Yes,54.04,4.7,no,1.99,Discouunt
RID6084,Chcago,2023-03-26,34.0,202.0,26.4,,451.97,4.2,no,1.36,
RID6085,Los Angeles,2023-05-21,59.0,204.0,3.0,Y,$232.07,4.8,no,1.79,
RID6086,Los Angeles,32/13/2024,169.0,97.0,28.6,TRUE,260.65,3.3,Yes,0.96,
RID6087,LA,2023-11-10,17.0,156.0,-999,No,107.7,1.8,N,1.84,loyalti
RID6088,denver,32/13/2024,155.0,90.0,2.7,Y,256.94,4.0,No,1.9,Discount
RID6089,denver,06-17-2023,168.0,110.0,9.0,TRUE,272.9,3.5,No,1.23,
RID6090,newyork,2023-06-12,83.0,252.0,16.4,TRUE,78.43,1.8,N,1.64,
RID6091,Houston,10-06-2023,196.0,90.0,13.8,yes,232.09,2.7,Yes,1.74,
RID6092,Ney York,03/11/2023,120.0,127.0,29.9,,116.07,3.6,No,1.38,Loyalty
RID6093,newyork,2023-01-29,162.0,180.0,5.9,No,386.32,4.8,No,1.46,loyalti
RID6094,Chcago,07-12-2023,185.0,265.0,15.7,,193.25,1.2,no,1.85,Discouunt
RID6095,Los Angeles,10-29-2023,149.0,113.0,12.8,Yes,440.99,2.3,No,1.17,loyalti
RID6096,Chicago,29/04/2023,,274.0,4.1,yes,52.2,2.0,Yes,1.45,loyalti
RID6097,NYC,05-28-2023,146.0,,38.6,TRUE,$296.39,3.0,No,1.88,
RID6098,Chicago,08-22-2023,184.0,94.0,28.5,TRUE,$53.86,1.6,N,1.93,
RID6099,Denver,14/09/2023,22.0,270.0,38.6,Yes,87.06,4.5,N,1.89,
RID6100,Chicago,32/13/2024,37.0,,-2.9,No,402.16,2.3,no,0.85,Loyalty
RID6101,Chicago,26/11/2023,37.0,61.0,11.2,No,310.48,0.0,N,1.32,loyalti
RID6102,Los Angeles,14/04/2023,83.0,105.0,2.7,yes,179.03,2.9,N,1.64,Loyalty
RID6103,LA,18/04/2023,34.0,60.0,37.2,TRUE,250.94,1.8,,1.42,Discount
RID6104,LA,2023-12-11,66.0,197.0,11.5,,$497.3,1.8,,1.11 USD,Discount
RID6105,newyork,02-15-2023,41.0,239.0,hot,yes,308.3,2.0,no,1.02,
RID6106,LA,21/03/2023,147.0,152.0,28.9,Yes,178.04,4.6,N,"1,49",None
RID6107,New York,2023-06-09,166.0,205.0,14.4,,359.79,1.4,,1.44,Discount
RID6108,Denver,03-27-2023,73.0,88.0,25.6,yes,268.91,2.8,no,1.98,
RID6109,newyork,2023-06-13,137.0,159.0,32.1,yes,108.2,2.2,no,1.74,Discount
RID6110,Los Angeles,2023-03-18,154.0,,16.6,Y,140.74,3.9,no,0.87,None
RID6111,Denver,2023-11-13,9999.0,248.0,23.1,No,$130.6,2.2,no,1.85,Discount
RID6112,Ney York,11-08-2023,38.0,103.0,34.3,TRUE,479.52,4.3,no,1.31,Discouunt
RID6113,Ney York,05-03-2023,135.0,,26.9,yes,$227.45,3.3,,1.6,
RID6114,New York,12/07/2023,30.0,209.0,4.4,Y,189.34,2.4,,1.35 USD,None
RID6115,Los Angeles,2023-08-19,40.0,187.0,3.0,Yes,382.76,4.2,No,0.93 USD,Discount
RID6116,Los Angeles,05-23-2023,0.0,221.0,-0.1,Y,185.71,1.4,,0.97,Loyalty
RID6117,Chicago,18/10/2023,161.0,72.0,9.3,No,458.6,3.0,no,0.94,loyalti
RID6118,newyork,02/06/2023,164.0,227.0,26.0,TRUE,435.21,4.0,N,1.49,Discount
RID6119,Ney York,2023-08-03,81.0,189.0,13.7,,204.66,2.3,,1.96,
,NYC,10-16-2023,13.0,153.0,12.8,TRUE,83.56,3.3,Yes,1.78,
RID6121,NYC,02-15-2023,16.0,148.0,hot,,316.01,4.2,N,1.93,
RID6122,Ney York,10-21-2023,197.0,294.0,11.1,TRUE,396.44,1.4,N,0.97,None
RID6123,LA,10-24-2023,78.0,126.0,39.4,yes,$498.9,2.3,Yes,1.96,loyalti
RID6124,Huston,2023-04-29,199.0,,-4.6,Y,371.34,3.9,,1.07,Discouunt
RID6125,Huston,03-22-2023,91.0,209.0,6.8,,$72.37,1.7,no,1.01,
RID6126,denver,12/09/2023,79.0,286.0,-1.0,,403.15,1.5,,1.19,loyalti
RID6127,denver,08-23-2023,99.0,184.0,-999,TRUE,58.11,3.6,N,1.21,
RID6128,denver,04/10/2023,144.0,153.0,30.3,Y,477.48,2.8,Yes,1.05,Discouunt
RID6129,Chicago,31/08/2023,45.0,256.0,8.7,,320.14,3.8,N,0.97,
RID6130,Chicago,2023-09-24,134.0,90.0,9.4,Y,477.68,0.0,,1.9,Discouunt
RID6131,Los Angeles,17/05/2023,,218.0,17.1,yes,251.17,4.4,Yes,1.84 USD,None
RID6132,Huston,2023-08-05,161.0,116.0,15.5,TRUE,303.17,2.2,,1.09,loyalti
RID6133,Chcago,08/12/2023,33.0,159.0,4.4,yes,$177.2,2.6,no,1.73,Discount
RID6134,denver,2023-05-19,142.0,282.0,15.9,,244.25,2.6,,1.04,Discount
RID6135,Chicago,03-22-2023,56.0,90.0,18.5,Yes,295.09,4.4,N,1.52,Loyalty
RID6136,Ney York,24/07/2023,176.0,150.0,27.1,,388.22,2.9,,1.58,Loyalty
RID6137,newyork,22/01/2023,27.0,121.0,36.7,Y,194.49,3.6,,0.82,None
RID6138,Denver,2023-03-27,16.0,55.0,19.7,Y,480.97,2.2,N,1.2,Discouunt
RID6139,Los Angeles,28/10/2023,68.0,54.0,26.5,Yes,426.53,1.9,no,1.56,Loyalty
RID6140,Los Angeles,28/09/2023,127.0,285.0,38.0,Y,$446.32,1.6,Yes,1.29,Discount
RID6141,newyork,2023-08-08,61.0,151.0,15.9,Yes,247.89,3.7,,1.76,Loyalty
